category_code,category_name,additive_name,cns,ins,max_amount,unit,remark,calc_basis
03.03,风味冰、冰棍类,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计
04.01.02.05,果酱(罐头除外),"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计
04.01.02.08,蜜饯,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,0.5,g/kg,,以苯甲酸计
04.02.02.03,腌渍的蔬菜,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计
05.02.01,胶基糖果,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.5,g/kg,,以苯甲酸计
05.02.02,除胶基糖果以外的其他糖果,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,0.8,g/kg,,以苯甲酸计
11.05,调味糖浆,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计
12.03,食醋,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计
12.04,酱油,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计
12.05,酿造酱,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计
12.10,复合调味料,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,0.6,g/kg,,以苯甲酸计
12.10.02,半固体复合调味料,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计
12.10.03,液体复合调味料,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,,以苯甲酸计
14.02.02,浓缩果蔬汁(浆)(仅限食品工业用),"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,2.0,g/kg,,以苯甲酸计
14.02.03,果蔬汁(浆)类饮料,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",以苯甲酸计
14.03,蛋白饮料,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",以苯甲酸计
14.04,碳酸饮料,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,0.2,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",以苯甲酸计
14.05,茶、咖啡、植物(类)饮料,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",以苯甲酸计
14.07,特殊用途饮料,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,0.2,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",以苯甲酸计
14.08,风味饮料,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,1.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",以苯甲酸计
15.02,配制酒,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,0.4,g/kg,,以苯甲酸计
15.03.03,果酒,"苯甲酸及其钠盐(包括苯甲酸,苯甲酸钠)",17.001,210,0.8,g/kg,,以苯甲酸计
03.0,冷冻饮品(03.04食用冰除外),冰结构蛋白,00.020,,-1.0,,,
-,"各类食品(12.03食醋除外),表 A.2中编号为1~68的食品类别除外",冰乙酸(低压羰基化法),01.112,,-1.0,GMP,,
-,"各类食品(12.03食醋除外),表 A.2中编号为1~68的食品类别除外",冰乙酸(又名冰醋酸),01.107,260,-1.0,GMP,,
06.03.02.01,生湿面制品(如 面 条、饺 子 皮、馄 饼 皮、烧麦皮),丙二醇,18.004,1520,1.5,g/kg,,
07.02,糕点,丙二醇,18.004,1520,3.0,g/kg,,
01.0,乳及乳制品(13.0特殊膳食用食品涉及品种 除 外 )(01.01.01 巴 氏 杀 菌 乳、01.01.02灭菌乳和高温杀菌乳、01.02.01发酵 乳、01.03.01 乳 粉 和 奶 油 粉 和01.05.01稀奶油除外),丙二醇脂肪酸酯,10.020,477,5.0,g/kg,,
02.0,脂肪、油和乳化脂肪制品(02.01基本不含水的脂肪和油、02.02.01.01黄油和浓缩黄油除外),丙二醇脂肪酸酯,10.020,477,10.0,g/kg,,
03.0,冷冻饮品(03.04食用冰除外),丙二醇脂肪酸酯,10.020,477,5.0,g/kg,,
04.05.02.01,熟制坚 果 与 籽 类 (仅 限 油 炸 坚 果 与 籽类),丙二醇脂肪酸酯,10.020,477,2.0,g/kg,,
06.03.02.05,油炸面制品,丙二醇脂肪酸酯,10.020,477,2.0,g/kg,,
07.02,糕点,丙二醇脂肪酸酯,10.020,477,3.0,g/kg,,
07.02.02,西式糕点,丙二醇脂肪酸酯,10.020,477,10.0,g/kg,,
12.10,复合调味料,丙二醇脂肪酸酯,10.020,477,20.0,g/kg,,
16.06,膨化食品,丙二醇脂肪酸酯,10.020,477,2.0,g/kg,,
04.04,豆类制品,"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,2.5,g/kg,,以丙酸计
06.01,原粮,"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,1.8,g/kg,,以丙酸计
06.03.02.01,生湿面制品(如 面 条、饺 子 皮、馄 饼 皮、烧麦皮),"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,0.25,g/kg,,以丙酸计
07.01,面包,"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,2.5,g/kg,,以丙酸计
07.02,糕点,"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,2.5,g/kg,,以丙酸计
08.02.01,调理肉制品(生肉添加调理料),"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,3.0,g/kg,,以丙酸计
08.03.02,熏、烧、烤肉类,"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,3.0,g/kg,,以丙酸计
12.03,食醋,"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,2.5,g/kg,,以丙酸计
12.04,酱油,"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,2.5,g/kg,,以丙酸计
12.10.03,液体复合调味料,"丙酸及其钠盐、钙盐(包括丙酸,丙酸钠,丙酸钙)",17.029,280,2.5,g/kg,,以丙酸计
02.01,基本不含水的脂肪和油,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.4,g/kg,,以油脂中儿茶素计
04.01.02.05,果酱,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.5,g/kg,,以儿茶素计
04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),"茶多酚(又名维多酚,简称""TP"")",04.005,,0.2,g/kg,,以油脂中儿茶素计
06.03.02.05,油炸面制品,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.2,g/kg,,以油脂中儿茶素计
06.06,"即食谷物,包括碾轧燕麦(片)","茶多酚(又名维多酚,简称""TP"")",04.005,,0.2,g/kg,,以油脂中儿茶素计
06.07,方便米面制品,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.2,g/kg,,以油脂中儿茶素计
07.02,糕点,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.4,g/kg,,以油脂中儿茶素计
07.04,焙烤食品馅料及表面用挂浆 (仅限含油脂馅料),"茶多酚(又名维多酚,简称""TP"")",04.005,,0.4,g/kg,,以油脂中儿茶素计
08.02.02,腌腊肉制品 类(如 咸 肉、腊 肉、板 鸭、中式火腿、腊肠),"茶多酚(又名维多酚,简称""TP"")",04.005,,0.4,g/kg,,以油脂中儿茶素计
08.03.01,酱卤肉制品类,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.3,g/kg,,以油脂中儿茶素计
08.03.02,熏、烧、烤肉类(熏肉、叉烧肉、烤 鸭、肉脯等),"茶多酚(又名维多酚,简称""TP"")",04.005,,0.3,g/kg,,以油脂中儿茶素计
08.03.03,油炸肉类,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.3,g/kg,,以油脂中儿茶素计
08.03.04,西式火腿(熏烤、烟熏、蒸煮火腿)类,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.3,g/kg,,以油脂中儿茶素计
08.03.05,肉灌肠类,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.3,g/kg,,以油脂中儿茶素计
08.03.06,发酵肉制品类,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.3,g/kg,,以油脂中儿茶素计
09.03,预制水产品(半成品),"茶多酚(又名维多酚,简称""TP"")",04.005,,0.3,g/kg,,以油脂中儿茶素计
09.04,熟制水产品(可直接食用),"茶多酚(又名维多酚,简称""TP"")",04.005,,0.3,g/kg,,以油脂中儿茶素计
09.05,水产品罐头,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.3,g/kg,,以油脂中儿茶素计
11.05.01,水果调味糖浆,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.5,g/kg,,以儿茶素计
12.10,复合调味料,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.1,g/kg,,以儿茶素计
14.03.02,植物蛋白饮料,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.1,g/kg,,以儿茶素计
14.06.02,蛋白固体饮料,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.8,g/kg,,以儿茶素计
16.06,膨化食品,"茶多酚(又名维多酚,简称""TP"")",04.005,,0.2,g/kg,,以油脂中儿茶素计
02.01,基本不含水的脂肪和油,茶多酚棕榈酸酯,04.021,,0.6,g/kg,,
02.0,脂肪、油和乳化脂肪制品 (02.02.01.01黄油和浓缩黄油除外),茶黄素,04.023,,0.4,g/kg,,
04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),茶黄素,04.023,,0.2,g/kg,,
04.05.02.03,坚果与籽类罐头,茶黄素,04.023,,0.2,g/kg,,
05.02.01,胶基糖果,茶黄素,04.023,,0.4,g/kg,,
06.03.02.05,油炸面制品,茶黄素,04.023,,0.2,g/kg,,
06.06,"即食谷物,包括碾轧燕麦(片)",茶黄素,04.023,,0.2,g/kg,,
06.07,方便米面制品,茶黄素,04.023,,0.2,g/kg,,
07.0,焙烤食品,茶黄素,04.023,,0.4,g/kg,,
08.02,预制肉制品,茶黄素,04.023,,0.3,g/kg,,
08.03,熟肉制品,茶黄素,04.023,,0.3,g/kg,,
09.0,水产及其制品(包括鱼类、甲壳类、贝类、软体类、棘皮类等水产及其加工制品等)(09.01鲜水产除外),茶黄素,04.023,,0.3,g/kg,,
12.10,复合调味料,茶黄素,04.023,,0.1,g/kg,,
14.03.02,植物蛋白饮料,茶黄素,04.023,,0.1,g/kg,,
14.04,碳酸饮料,茶黄素,04.023,,0.2,g/kg,,
14.06,固体饮料,茶黄素,04.023,,0.8,g/kg,,
14.07,特殊用途饮料,茶黄素,04.023,,0.2,g/kg,,
14.08,风味饮料,茶黄素,04.023,,0.2,g/kg,,
14.09,其他类饮料,茶黄素,04.023,,0.2,g/kg,,
16.01,果冻,茶黄素,04.023,,0.2,g/kg,"如用于果冻粉,按冲调倍数增加使用量",
16.02.02,茶制品(包括调味茶和代用茶),茶黄素,04.023,,0.2,g/kg,,
16.06,膨化食品,茶黄素,04.023,,0.2,g/kg,,
04.01.02.08.01,蜜饯类、凉果类,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.05,g/kg,,以赤藓红计
04.01.02.09,装饰性果蔬,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.1,g/kg,,以赤藓红计
04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.025,g/kg,,以赤藓红计
05.0,可可制品、巧克力和巧克力制品(包括代可可脂巧克力及制品)以及糖果(05.01.01可可制品除外),"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.05,g/kg,,以赤藓红计
07.02.04,糕点上彩装,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.05,g/kg,,以赤藓红计
08.03.05,肉灌肠类,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.015,g/kg,,以赤藓红计
08.03.08,肉罐头类,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.015,g/kg,,以赤藓红计
12.05,酿造酱,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.05,g/kg,,以赤藓红计
12.10,复合调味料,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.05,g/kg,,以赤藓红计
14.02.03,果蔬汁(浆)类饮料,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.05,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",以赤 藓 红 计
14.04,碳酸饮料,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.05,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",以赤 藓 红 计
14.08,风味饮料(仅限果味饮料),"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.05,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",以赤 藓 红 计
15.02,配制酒,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.05,g/kg,,以赤藓红计
16.06,膨化食品,"赤藓红及其铝色淀(包括赤藓红,赤藓红铝色淀)",08.003,127,0.025,g/kg,,仅限使用赤藓红
-,"各类食品,表 A.2中编号为1~68的食品类别除外",赤藓糖醇<sup>6</sup>),19.018,968,-1.0,GMP,,
02.02,水油状脂肪乳化制品(02.02.01.01黄油和浓缩黄油除外),刺梧桐胶,18.010,416,-1.0,GMP,,
01.06,干酪、再制干酪、干酪制品及干酪类似品,刺云实胶,20.041,417,8.0,g/kg,,
03.0,冷冻饮品(03.04食用冰除外),刺云实胶,20.041,417,5.0,g/kg,,
04.01.02.05,果酱,刺云实胶,20.041,417,5.0,g/kg,,
07.0,焙烤食品,刺云实胶,20.041,417,1.5,g/kg,,
08.02,预制肉制品,刺云实胶,20.041,417,10.0,g/kg,,
08.03,熟肉制品,刺云实胶,20.041,417,10.0,g/kg,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],刺云实胶,20.041,417,2.5,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量"
16.01,果冻,刺云实胶,20.041,417,5.0,g/kg,,"如用于果冻粉,按冲调倍数增加使用量"
-,"各类食品,表 A.2中编号为1~30,32~68的食品类别除外",醋酸酯淀粉,20.039,1420,-1.0,GMP,,
13.03,"其他特殊膳食用食品(特殊医学用途配方食品,仅限10 岁以上人群)",达瓦树胶,10.043,419,3.0,g/kg,,
02.02.01.01,黄油和浓缩黄油,"单,双甘油脂肪酸酯",10.006,471,20.0,g/kg,,
06.03.02.02,生干面制品,"单,双甘油脂肪酸酯",10.006,471,30.0,g/kg,,
11.01.02,赤砂糖、原糖、其他糖和糖浆,"单,双甘油脂肪酸酯",10.006,471,6.0,g/kg,,
12.09,香辛料类,"单,双甘油脂肪酸酯",10.006,471,5.0,g/kg,,
06.03.02.01,生湿面制品(如 面 条、饺 子 皮、馄 饼 皮、烧麦皮),单辛酸甘油酯,17.031,,1.0,g/kg,,
07.02,糕点,单辛酸甘油酯,17.031,,1.0,g/kg,,
07.04,焙烤食品馅料及表面用挂浆 (仅限豆馅),单辛酸甘油酯,17.031,,1.0,g/kg,,
08.03.05,肉灌肠类,单辛酸甘油酯,17.031,,0.5,g/kg,,
01.02.02,风味发酵乳,氮气(液氮),00.024,,-1.0,GMP,,
14.03,蛋白饮料,氮气(液氮),00.024,,-1.0,GMP,,
14.05,茶、咖啡、植物(类)饮料,氮气(液氮),00.024,,-1.0,GMP,,
02.02.01,脂肪含量80%以上的乳化制品(02.02.01.01黄油和浓缩黄油除外),淀粉磷酸酯钠,20.013,1410,-1.0,GMP,,
03.0,冷冻饮品(03.04食用冰除外),淀粉磷酸酯钠,20.013,1410,-1.0,GMP,,
04.01.02.05,果酱,淀粉磷酸酯钠,20.013,1410,-1.0,GMP,,
12.0,调味品(12.01盐及代盐制品、12.09香辛料类除外),淀粉磷酸酯钠,20.013,1410,-1.0,GMP,,
14.0,饮料类[14.01包装饮用水、14.02.01果蔬汁(浆)、14.02.02浓缩果蔬汁(浆)除外],淀粉磷酸酯钠,20.013,1410,-1.0,GMP,,
04.01.02.08.01,蜜饯类、凉果类,"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.1,g/kg,,以靛蓝计
04.01.02.09,装饰性果蔬,"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.2,g/kg,,以靛蓝计
04.02.02.03,腌渍的蔬菜,"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.01,g/kg,,以靛蓝计
04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.05,g/kg,,以靛蓝计
05.0,可可制品、巧克力和巧克力制品(包括代可可脂巧克力及制品)以及糖果(05.01.01可可制品除外),"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.1,g/kg,,以靛蓝计
05.02.02,除胶基糖果以外的其他糖果,"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.3,g/kg,,以靛蓝计
07.02.04,糕点上彩装,"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.1,g/kg,,以靛蓝计
07.04,焙烤食品馅料及表面用挂浆(仅限饼干夹心),"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.1,g/kg,,以靛蓝计
14.02.03,果蔬汁(浆)类饮料,"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.1,g/kg,,"以靛 蓝 计,以 即 饮 状 态 计,相 应的固体 饮 料 按 稀 释 倍 数 增 加 使用量"
14.04,碳酸饮料,"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.1,g/kg,,"以靛 蓝 计,以 即 饮 状 态 计,相 应的固体 饮 料 按 稀 释 倍 数 增 加 使用量"
14.08,风味饮料(仅限果味饮料),"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.1,g/kg,,"以靛 蓝 计,以 即 饮 状 态 计,相 应的固体 饮 料 按 稀 释 倍 数 增 加 使用量"
15.02,配制酒,"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.1,g/kg,,以靛蓝计
16.06,膨化食品,"靛蓝及其铝色淀(包括靛蓝,靛蓝铝色淀)",08.008,132,0.05,g/kg,,仅限使用靛蓝
02.0,脂肪、油和乳化脂制品 (02.02.01.01黄油和浓缩黄油除外),"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,以油脂中的含量计,
04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,以油脂中的含量计,
04.05.02.03,坚果与籽类罐头,"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,以油脂中的含量计,
05.02.01,胶基糖果,"丁基羟基茴香醚(简称""BHA"")",,,0.4,g/kg,,
06.03.02.05,油炸面制品,"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,以油脂中的含量计,
06.04.01,杂粮粉,"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,以油脂中的含量计,
06.06,"即食谷物,包括碾轧燕麦(片)","丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,以油脂中的含量计,
06.07,方便米面制品,"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,以油脂中的含量计,
07.03,饼干,"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,,以油脂中的含量计
08.02.02,腌腊肉制品 类(如 咸 肉、腊 肉、板 鸭、中式火腿、腊肠等),"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,,以油脂中的含量计
09.03.04,风干、烘干、压干等水产品,"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,,以油脂中的含量计
12.10.01,固体复合调味料(仅限鸡肉粉),"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,,以油脂中的含量计
16.06,膨化食品,"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,,以油脂中的含量计
04.01.01.02,经表面处理的鲜水果,"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.012,g/kg,,以对羟基苯甲酸计
04.01.02.05,果酱(罐头除外),"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.25,g/kg,,以对羟基苯甲酸计
04.02.01.02,经表面处理的新鲜蔬菜,"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.012,g/kg,,以对羟基苯甲酸计
07.04,焙烤食品馅料及表面用挂浆(仅限糕点馅),"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.5,g/kg,,以对羟基苯甲酸计
10.03.02,热凝固蛋制品(如蛋黄酪、皮蛋肠),"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.2,g/kg,,以对羟基苯甲酸计
12.03,食醋,"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.25,g/kg,,以对羟基苯甲酸计
12.04,酱油,"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.25,g/kg,,以对羟基苯甲酸计
12.05,酿造酱,"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.25,g/kg,,以对羟基苯甲酸计
12.10.02.02,调味酱,"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.25,g/kg,,对羟基苯甲酸计
12.10.03,液体复合调味料,"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.25,g/kg,,对羟基苯甲酸计
14.02.03,果蔬汁(浆)类饮料,"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.25,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",对羟基苯甲酸计
14.04,碳酸饮料,"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.2,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",对羟基苯甲酸计
14.08,风味饮料(仅限果味饮料),"对羟基苯甲酸酯类及其钠盐(包括对羟基苯甲酸甲酯钠,对羟基苯甲酸乙酯,对羟基苯甲酸乙酯钠)",17.032,219,0.25,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",对羟基苯甲酸计
02.0,脂肪、油和乳化脂制品 (02.02.01.01黄油和浓缩黄油除外),"二丁基羟基甲苯(简称""BHT"")",04.002,321,0.2,g/kg,以油脂中的含量计,
04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),"二丁基羟基甲苯(简称""BHT"")",04.002,321,0.2,g/kg,以油脂中的含量计,
04.05.02.03,坚果与籽类罐头,"二丁基羟基甲苯(简称""BHT"")",04.002,321,0.2,g/kg,以油脂中的含量计,
05.02.01,胶基糖果,"二丁基羟基甲苯(简称""BHT"")",04.002,321,0.4,g/kg,,
06.03.02.05,油炸面制品,"二丁基羟基甲苯(简称""BHT"")",04.002,321,0.2,g/kg,以油脂中的含量计,
06.04.02.02,其他杂粮制品(仅限脱水马铃薯制品),"二丁基羟基甲苯(简称""BHT"")",04.002,321,0.2,g/kg,以油脂中的含量计,
